unit_name,asa,background,eyes,pose,skin,hair,shirt,jacket,single outfit,necklace,mask,foam finger,hat,glasses,rarity_score,rank,name
Tour210,741173789,orange spiral,gold,wave,black galaxy,none,seafoam shirt,black puffer vest,none,none,none,none,red pearl tando,none,564.1291171777458,809,Alien Tourism210
Tour3497,741801552,green,lime spiral,wave,purple green pearl,none,none,red pearl,none,none,none,none,gold tando,none,564.0825094000436,810,Alien Tourism3497
Tour2874,741710240,royal blue,light blue spiral,cash money,pink metallic,mohawk,none,none,blue snow,algo medallion chain,none,none,none,none,563.9960604424842,811,Alien Tourism2874
Tour1357,741426108,dark gray,none,wave,green base,none,none,none,blue bball jersey,large gold chain,none,blue probe,none,black sunglasses,563.7509032592599,812,Alien Tourism1357
Tour1571,741447485,light gray,none,wave,green aqueous,none,none,none,red pearl hoodie,none,none,none,none,white sunglasses,563.5674849281918,813,Alien Tourism1571
Tour2183,741599058,pink blend,silver green spiral,wave,hornet,afro,none,blue life vest,none,none,none,none,none,none,563.345979707986,814,Alien Tourism2183
Tour1069,741342533,blue blend,gold spiral,wave,onyx,none,blue hex high top,pink safety vest,none,at medallion chain,white bandana,none,none,none,562.878399770928,815,Alien Tourism1069
Tour288,741192621,blue spiral,none,camera,poisonous toad,none,none,none,aqua robe,none,none,none,none,orange lens sunglasses,562.8539482173561,816,Alien Tourism288
Tour2178,741598309,purple,fuschia spiral,ice cream,green base,dreadlock biebs,none,gold puffer vest,none,none,none,none,none,none,562.2282341026524,817,Alien Tourism2178
Tour3172,741757334,green spiral,black,wave,psychedelic,none,rainbow leather suit,none,none,none,none,none,blue camo band,none,562.0707793094929,818,Alien Tourism3172
Tour2195,741601031,royal blue,none,wave,green base,receding,none,none,blue striped hoodie,none,none,none,none,pink sunglasses,561.8823888192696,819,Alien Tourism2195
Tour3562,741809328,charcoal,purple silver spiral,wave,purple blue pearlescent,boomer,yellow high top,red leather,none,none,none,none,none,none,561.6339284587987,820,Alien Tourism3562
Tour2252,741608941,blood orange,none,wave,purple aqueous,none,none,camo,none,algo medallion chain,none,purple probe,purple camo band,white sunglasses,561.2808326823545,821,Alien Tourism2252
Tour3577,741811722,blood orange,white,donut,caribbean,bob,none,orange life vest,none,at snake chain,none,none,none,none,561.1140046111441,822,Alien Tourism3577
Tour3504,741802137,lavendar,none,wave,blue raspberry,afro,none,none,flower hawaiian,none,none,none,none,pink sunglasses,560.6352500788357,823,Alien Tourism3504
Tour1517,741441237,aurora,none,wave,blue glow,shaggy,none,camo,none,none,none,none,none,orange lens sunglasses,560.5524098696718,824,Alien Tourism1517
Tour3288,741775405,purple,red glow,wave,psychedelic,none,pink camo polo,none,none,none,none,none,red beanie,none,560.4720719640231,825,Alien Tourism3288
Tour736,741282696,dark gray,none,wave,blue raspberry,afro,none,none,red jogger,none,none,none,none,green lens sunglasses,560.1173993670488,826,Alien Tourism736
Tour417,741217202,royal blue,white,wave,turquoise metallic,none,black dress,none,none,algo snake chain,purple bandana,red tourist,none,none,559.8428164448187,827,Alien Tourism417
Tour3303,741777303,lime,none,wave,blue green pearl,none,none,none,red pearl hoodie,none,none,none,none,green lens sunglasses,559.8135011040515,828,Alien Tourism3303
Tour2034,741578366,green,yellow glow,wave,yellow metallic,none,pink camo polo,blue bomber,none,none,purple bandana,green tourist,none,none,559.7600591698986,829,Alien Tourism2034
Tour156,741160211,seagreen,purple cat,wave,yellow red pearlescent,curly,none,none,none,none,none,none,none,none,559.5069932471406,830,Alien Tourism156
Tour3875,741853596,lime,black,wave,dark acid,none,none,red zip puffer,none,none,none,none,purple camo band,none,558.6730557267334,831,Alien Tourism3875
Tour3926,741862124,purple spiral,none,coffee,tree frog,none,orange polo,none,none,none,none,none,none,pink sunglasses,558.5600545445668,832,Alien Tourism3926
Tour1938,741486558,purple spiral,none,wave,quiksilver,none,purple gloss shirt,none,none,algo snake chain,none,green tourist,none,green lens sunglasses,558.2955385728562,833,Alien Tourism1938
Tour1658,741455950,black hole,yellow,wave,turquoise metallic,none,carolina blue polo,camo bomber,none,none,none,none,swirl back hat,none,557.984261818926,834,Alien Tourism1658
Tour1481,741437476,green,red glow,ice cream,pink metallic,bun,none,none,none,none,none,none,none,none,557.4642009891635,835,Alien Tourism1481
Tour2270,741610803,dark gray,light blue spiral,wave,heat map,none,none,none,red soccer,none,none,none,blue tando,none,557.3987620641176,836,Alien Tourism2270
Tour939,741316840,dark gray,orange,wave,green base,receding,purple strapless,none,none,none,purple bandana,none,none,none,557.0992892798484,837,Alien Tourism939
Tour1783,741468080,orange,none,wave,berries and cream,bob,none,copper puffer vest,none,none,none,none,none,green lens sunglasses,556.818698720918,838,Alien Tourism1783
Tour616,741258394,seagreen,black,donut,rainbow blue base,none,orange polo,red bomber,none,none,none,none,yellow tando,none,556.7396363841549,839,Alien Tourism616
Tour3029,741732061,seagreen,light blue,donut,blue base,fuzz,black neon singlet,none,none,none,none,none,none,none,556.186585132278,840,Alien Tourism3029
Tour457,741224872,acid blur,orange,wave,blue raspberry,afro,purple ore shirt,black puffer vest,none,none,none,none,none,none,556.1176332225102,841,Alien Tourism457
Tour1348,741425243,royal blue,light blue spiral,wave,reptilian,none,pink camo polo,nebula,none,none,none,none,orange check band,none,555.6671656493431,842,Alien Tourism1348
Tour1684,741458832,turquoise,none,wave,blue red pearl,none,ps sleeved halftop,black puffer vest,none,algo snake chain,none,green tourist,orange at hat,orange lens sunglasses,555.0774218222175,843,Alien Tourism1684
Tour1205,741411275,orange,blue spiral,wave,dark acid,none,none,none,lime robe,none,none,none,acid back hat,none,554.9889663708515,844,Alien Tourism1205
Tour528,741238238,purple,red,coffee,fire,mullet,purple dress,none,none,at medallion chain,none,none,none,none,554.8790506182495,845,Alien Tourism528
Tour1741,741463471,lollipop,purple iris,wave,red metallic,none,none,none,blue striped hoodie,none,none,none,purple horns,none,554.5852734853312,846,Alien Tourism1741
Tour1538,741443898,turquoise,yellow,donut,red blue pearlescent,none,sunrise shirt,yellow,none,none,none,none,heat map bandana,none,554.4648522089716,847,Alien Tourism1538
Tour667,741269950,candy red,red,wave,blue aqueous,none,red sleeved halftop,none,none,at medallion chain,none,none,blue camo band,none,554.4132320950386,848,Alien Tourism667
Tour2569,741655200,lime,red silver spiral,ice cream,blue metallic,combover,none,red bomber,none,none,none,none,none,none,554.1178662895899,849,Alien Tourism2569
Tour1849,741477352,royal blue,purple cat,wave,psychedelic,none,black dress,black bomber,none,none,none,none,none,none,553.90635285813,850,Alien Tourism1849
Tour3617,741818843,blue spiral,red silver spiral,wave,pink aqueous,mohawk,blue polo,none,none,none,none,none,none,none,553.8601380743967,851,Alien Tourism3617
Tour885,741307938,blood orange,none,wave,onyx,none,purple camo strapless,none,none,large gold chain,none,red at,grey back hat,white sunglasses,553.8125715253797,852,Alien Tourism885
Tour796,741293257,candy red,stoned human,wave,purple galaxy,none,camo shirt,hypno,none,none,none,none,none,none,553.7498801213629,853,Alien Tourism796
Tour2493,741645118,black hole,purple glow,wave,pink aqueous,mohawk,black dress,none,none,none,none,none,none,none,553.6114978257565,854,Alien Tourism2493
Tour3946,741864487,purple,white,wave,blue raspberry,afro,none,blue puffer vest,none,none,none,none,none,none,553.4582452268711,855,Alien Tourism3946
Tour1702,741460255,galaxy,black,wave,blue purple pearlescent,bob,none,none,tree hawaiian,none,none,none,none,none,552.958976573179,856,Alien Tourism1702
Tour230,741179774,blood orange,light blue,wave,purple blue pearl,none,candy corn,none,none,none,white bandana,purple at,none,none,552.3159631560915,857,Alien Tourism230
Tour3312,741778373,lavendar,yellow glow,coffee,fire,mullet,none,black leather,none,none,none,none,none,none,552.2786573856745,858,Alien Tourism3312
Tour2248,741608569,coconut,blue iris,wave,green gloss,none,rainbow leather suit,red pearl,none,none,none,none,orange at hat,none,551.7922593510388,859,Alien Tourism2248
Tour2897,741713736,red,silver green spiral,ice cream,green base,dreadlock biebs,rainbow shirt,camo,none,none,none,none,none,none,551.5706410384635,860,Alien Tourism2897
Tour397,741213304,lightspeed,green glow,wave,purple gloss,none,camo blue high top,black leather,none,algo medallion chain,none,none,red band,none,551.1374215954818,861,Alien Tourism397
Tour3138,741751062,candy red,orange glow,wave,black blue pearlescent,space bun,purple strapless,none,none,none,none,none,none,none,551.105480148304,862,Alien Tourism3138
Tour3196,741760450,blue blend,black,coffee,fire,mullet,none,orange life vest,none,none,none,none,none,none,551.0770198897417,863,Alien Tourism3196
Tour941,741317138,seagreen,none,wave,purple gloss,none,none,none,black soccer,none,none,red at,none,black sunglasses,550.6414597809755,864,Alien Tourism941
Tour3723,741834117,seagreen,gold brick spiral,wave,yellow aqueous,none,medieval shirt,none,none,none,none,none,none,none,550.6042181093853,865,Alien Tourism3723
Tour2365,741625566,lavendar,gold,wave,purple base,none,none,none,yellow robe,at medallion chain,surgical mask,none,none,none,550.582379525888,866,Alien Tourism2365
Tour3752,741837434,seagreen,green spiral,rock on,arctic plum,afro,none,none,none,none,none,none,none,none,550.4976517799087,867,Alien Tourism3752
Tour3600,741816129,red,green spiral,wave,purple gloss,none,none,miami vice,none,none,none,none,none,none,550.3239214261421,868,Alien Tourism3600
Tour2951,741721781,lightspeed,orange,wave,green aqueous,none,none,midnight blue,none,none,none,purple probe,orange check band,green monocle,550.1282942081643,869,Alien Tourism2951
Tour1222,741412593,aurora,blue glow,wave,original base,comb over fade,none,red leather,none,none,none,blue at,none,none,549.915820429428,870,Alien Tourism1222
Tour520,741236731,charcoal,none,camera,poisonous toad,none,none,none,yellow hoodie,none,none,none,none,pink sunglasses,549.5470198143956,871,Alien Tourism520
Tour2069,741581909,royal blue,blue iris,wave,red metallic,none,black dress,copper puffer vest,none,none,none,none,jungle safari hat,none,549.3538889132268,872,Alien Tourism2069
Tour3283,741774761,turquoise,lime spiral,wave,green aqueous,none,chainmail shirt,red pearl puffer,none,none,none,none,none,none,549.272895968054,873,Alien Tourism3283
Tour1969,741529240,celestial,red,burger,blue metallic,slickback,sunrise shirt,blue life vest,none,none,none,none,none,none,549.0580853407804,874,Alien Tourism1969
Tour3542,741806854,black hole,none,wave,purple base,none,none,none,camo snow,algo snake chain,none,purple probe,none,pink sunglasses,548.9735818650895,875,Alien Tourism3542
Tour2956,741722709,tidepool,red spiral,wave,purple blue pearl,none,none,none,silver suit,none,none,none,yellow tando,none,548.7854762264042,876,Alien Tourism2956
Tour3870,741852977,lavendar,none,wave,purple green pearl,none,purple camo strapless,orange safety vest,none,none,none,none,none,blue pit glasses,548.7417118988158,877,Alien Tourism3870
Tour3488,741800676,lollipop,white,wave,rainbow blue,none,none,none,politician suit,none,none,none,none,none,548.5944738592807,878,Alien Tourism3488
Tour841,741300855,emerald,none,wave,green aqueous,none,none,yellow safety vest,none,algo snake chain,none,purple probe,jungle safari hat,white sunglasses,548.5027984067251,879,Alien Tourism841
Tour1873,741479725,light gray,red,wave,blue gloss,none,yellow high top,none,none,at snake chain,none,none,gold tando,none,548.0601483023624,880,Alien Tourism1873
Tour496,741231959,lime,none,wave,black blue pearlescent,space bun,none,red,none,none,none,none,none,orange lens sunglasses,547.7925954398092,881,Alien Tourism496
Tour3346,741783139,purple nebulae,red spiral,donut,red blue pearlescent,none,green metallic dress,none,none,none,none,none,none,none,547.5120647422948,882,Alien Tourism3346
Tour1716,741461485,blood orange,light blue spiral,wave,confetti,none,none,orange safety vest,none,algo snake chain,green bandana,blue probe,none,none,547.2700390243944,883,Alien Tourism1716
Tour1184,741408607,acid blur,silver green spiral,wave,green base,none,blue sleeved halftop,blue bomber,none,none,none,none,none,none,546.9425259902497,884,Alien Tourism1184
Tour1221,741412532,green spiral,orange,ice cream,green base,dreadlock biebs,none,none,tree hawaiian,none,none,none,none,none,546.8474192961852,885,Alien Tourism1221
Tour2552,741653133,aurora,purple glow,wave,onyx,none,none,none,pink snow,none,none,none,red bandana,none,546.6475988732244,886,Alien Tourism2552
Tour2845,741705015,black hole,silver blue spiral,wave,red yellow pearl,none,purple leather suit,red pearl,none,none,none,none,none,none,546.3268079796263,887,Alien Tourism2845
Tour3969,741867158,purple,orange glow,wave,purple metallic,none,black neon singlet,black leather,none,none,none,none,purple horns,none,545.9675344649246,888,Alien Tourism3969
Tour1074,741343281,candy red,gold brick spiral,wave,yellow gloss,none,blue sleeved halftop,none,none,none,none,none,none,none,545.3760839285121,889,Alien Tourism1074
Tour101,741102383,light gray,silver spiral,wave,blue red pearl,none,purple gloss shirt,rainbow zip puffer,none,none,none,none,blue tando,none,545.3402730584872,890,Alien Tourism101
Tour2436,741637800,lavendar,purple glow,cash money,pink metallic,mohawk,candy corn,blue life vest,none,none,none,none,none,none,545.2272196611754,891,Alien Tourism2436
Tour617,741258791,light gray,silver blue spiral,cash money,red green glow,comb over fade,purple gloss shirt,none,none,none,none,none,none,none,545.1187428956504,892,Alien Tourism617
Tour3778,741840133,emerald,purple glow,coffee,lava,none,blue camo dress,camo bomber,none,none,none,none,yellow hard hat,none,545.1122731962439,893,Alien Tourism3778
Tour913,741312422,pink aurora,orange glow,cash money,pink metallic,mohawk,none,none,camo snow,none,none,none,none,none,545.0678910132214,894,Alien Tourism913
Tour1379,741428073,purple,none,wave,green metallic,none,blue camo dress,none,none,none,none,none,none,purple cyclopsoo,544.9153162519568,895,Alien Tourism1379
Tour538,741240006,lollipop,none,wave,confetti,none,none,none,yellow hoodie,none,none,none,none,blue pit glasses,544.7329611327984,896,Alien Tourism538
Tour2177,741598252,lightspeed,black,wave,green aqueous,none,metallic strapless,none,none,none,none,none,none,none,544.7144674702712,897,Alien Tourism2177
Tour3988,741869216,dark gray,lime spiral,rock on,quicksilver,pullback,purple camo strapless,none,none,none,none,none,none,none,544.1890124601081,898,Alien Tourism3988
